,level,parent,name,q,eppo
6159,7,378,Pinus torreyana,Q2746149,PIUTO
6160,7,378,Pinus tropicalis,Q607855,PIUTR
6161,7,378,Pinus taiwanensis,Q716595,PIUTW
6162,7,378,Pinus mugo subsp. uncinata,Q123095642,PIUUN
6163,7,378,Pinus veitchii,Q95503637,PIUVE
6164,7,378,Pinus virginiana,Q3505749,PIUVI
6165,7,378,Pinus wallichiana,Q747652,PIUWA
6166,7,378,Pinus yunnanensis,Q3074730,PIUYU
6167,8,10404,Picramnia sp.,,PJMSS
6168,9,10405,Palisota mannii,Q15563410,PJOMA
6169,9,10408,Paris polyphylla,Q7137387,PJRPO
6170,9,10409,Piscidia piscipula,Q10968429,PJSPI
6171,8,10410,Pereskia aculeata,Q134422,PKIAC
6172,8,10411,Rhodocactus bahiensis,,PKIBA
6173,8,10411,Rhodocactus grandifolius,Q106617871,PKIGR
6174,8,10412,Pereskiopsis kellermanii,Q1750781,PKJKE
6175,9,10413,Pericopsis elata,Q388537,PKPEL
6176,9,10414,Packera sp.,,PKRSS
6177,9,10415,Pancovia laurentii,Q15529733,PKVLA
6178,9,10415,Pancovia turbinata,Q18080662,PKVTU
6179,9,10416,Plukenetia volubilis,Q958569,PKZVO
6180,8,380,Plantago afra,Q789360,PLAAF
6181,8,380,Plantago aristata,Q3337398,PLAAR
6182,8,380,Plantago erecta,Q7201570,PLAER
6183,8,380,Plantago lanceolata,Q157408,PLALA
6184,8,380,Plantago lagopus,Q6077874,PLALG
6185,8,380,Plantago major,Q157154,PLAMA
6186,8,380,Plantago media,Q157272,PLAME
6187,8,380,Plantago maritima,Q21126,PLAMR
6188,8,380,Plantago asiatica,Q1193995,PLAMS
6189,8,380,Plantago rugelii,Q7201575,PLARU
6190,8,380,Plantago sp.,,PLASS
6191,8,380,Plantago sempervirens,Q11906166,PLASV
6192,8,380,Plantago tomentosa,Q15352575,PLATO
6193,8,10417,Plumbago auriculata,Q263162,PLBAU
6194,8,10418,Platycarya strobilacea,Q10901838,PLCST
6195,7,10419,Phyllocladus trichomanoides var. alpinus,,PLDAL
6196,9,9448,Coleus australis,,PLFAU
6197,9,9448,Coleus barbatus,Q87638983,PLFBA
6198,9,382,Plectranthus sp.,,PLFSS
6199,7,10420,Pilgerodendron uviferum,Q133103,PLGUV
6200,9,383,Plumeria alba,Q1632187,PLIAL
6201,9,383,Plumeria rubra f. acutifolia,Q55935869,PLIRA
6202,9,383,Plumeria rubra,Q1097328,PLIRU
6203,9,383,Plumeria sp.,,PLISS
6204,9,384,Phyllostachys aurea,Q1536008,PLLAR
6205,9,384,Phyllostachys reticulata,Q2089268,PLLBA
6206,9,384,Phyllostachys bissetii,Q866679,PLLBI
6207,9,384,Phyllostachys dulcis,Q15239164,PLLDU
6208,9,384,Phyllostachys heterocycla,Q11182023,PLLHE
6209,9,384,Phyllostachys makinoi,Q10914782,PLLMA
6210,9,384,Phyllostachys nigra,Q983798,PLLNI
6211,9,384,Phyllostachys edulis,Q1330347,PLLPU
6212,9,384,Phyllostachys sp.,,PLLSS
6213,9,384,Phyllostachys sulphurea,Q1416463,PLLSU
6214,9,384,Phyllostachys viridiglaucescens,Q15510155,PLLVG
6215,9,384,Phyllostachys viridis,Q3381957,PLLVI
6216,9,10421,Phlomis fruticosa,Q1322796,PLMFR
6217,9,10421,Phlomis italica,Q4117753,PLMIT
6218,8,10422,Phillyrea angustifolia,Q1891342,PLRAN
6219,8,10422,Phillyrea latifolia,Q784070,PLRLA
6220,8,10422,Phillyrea sp.,,PLRSS
6221,8,385,Platanus x hispanica,,PLTHY
6222,8,385,Platanus mexicana,Q4364558,PLTMX
6223,8,385,Platanus occidentalis,Q157739,PLTOC
6224,8,385,Platanus orientalis,,PLTOR
6225,8,385,Platanus racemosa,Q164301,PLTRA
6226,8,385,Platanus sp.,,PLTSS
6227,8,385,Platanus wrightii,Q4115345,PLTWR
6228,9,10423,Pluchea odorata,Q7205209,PLUOD
6229,8,10424,Polypodium vulgare,Q743883,PLVVU
6230,9,10425,Platycodon grandiflorus,Q805322,PLXGR
6231,9,10426,Platypodium elegans,Q7202696,PLYEL
6232,8,10427,Pomaderris apetala,Q7227190,PMAAP
6233,9,10428,Pometia pinnata,Q3711244,PMEPI
6234,9,10429,Paramignya andamanica,Q18081191,PMGAN
6235,9,10429,Paramignya longipedunculata,Q18079540,PMGLO
6236,9,108,Citrus trifoliata,Q859433,PMITR
6237,9,10430,Pimenta dioica,Q158468,PMTDI
6238,9,10430,Pimenta racemosa,Q812057,PMTRA
6239,9,10431,Pleioluma macrocarpa,,PMZMA
6240,8,10432,Parinari anamensis,Q15370287,PNAAN
6241,8,10432,Parinari curatellifolia,Q3644506,PNACU
6242,8,10432,Parinari excelsa,Q15369349,PNAEX
6243,8,10432,Parinari sp.,,PNASS
6244,8,10433,Pentadesma butyracea,Q3338936,PNDBU
6245,9,10434,Pongamia pinnata,Q24852568,PNGPI
6246,9,10435,Parsonsia sp.,,PNOSS
6247,8,10436,Pentodon pentandrus,Q15487122,PNTPE
6248,8,10437,Pentas lanceolata,Q3336507,PNWLA
6249,8,10437,Pentas sp.,,PNWSS
6250,8,10438,Panax ginseng,Q182881,PNXGI
6251,9,386,Poa annua,Q157571,POAAN
6252,9,386,Poa pratensis,Q147783,POAPR
6253,9,386,Poa trivialis,Q159118,POATR
6254,9,8921,Agave amica,Q42729158,POCTU
6255,7,10439,Podocarpus elongatus,Q5410640,PODEL
6256,7,10440,Afrocarpus falcatus,Q916650,PODFA
6257,7,10440,Afrocarpus gracilior,Q1572907,PODGR
6258,7,10439,Podocarpus henkelii,Q5428443,PODHK
6259,7,10439,Podocarpus macrophyllus,Q165063,PODMA
6260,7,10439,Podocarpus neriifolius,Q1302736,PODNE
6261,7,10439,Podocarpus salignus,Q5462466,PODSA
6262,8,10441,Polygala x dalmaisiana,,POGDA
6263,8,10441,Polygala myrtifolia,,POGMY
6264,8,10441,Polygala sp.,,POGSS
6265,9,10442,Polypogon monspeliensis,Q4298830,POHMO
6266,8,10443,Rumohra adiantiformis,Q7379334,POIAD
6267,9,10444,Pouteria altissima,Q5232430,POJAL
6268,9,10444,Pouteria campechiana,Q311094,POJCA
6269,9,10444,Pouteria caimito,Q1650768,POJCM
6270,9,10444,Pouteria gardneriana,Q15328143,POJGA
6271,9,10444,Pouteria glomerata,Q15328435,POJGL
6272,9,10444,Pouteria lucuma,,POJLU
6273,9,10444,Pouteria macrophylla,Q15328604,POJMA
6274,9,10444,Pouteria ramiflora,Q15329092,POJRA
6275,9,10444,Pouteria sapota,Q1292857,POJSA
6276,9,10444,Pouteria sp.,,POJSS
6277,9,10444,Pouteria torta,Q15329649,POJTO
6278,9,10444,Pouteria viridis,Q15041654,POJVI
6279,9,10445,Persicaria amphibia,Q157569,POLAM
6280,9,389,Polygonum arenastrum,Q4280447,POLAR
6281,9,389,Polygonum aviculare,Q242573,POLAV
6282,9,10445,Persicaria barbata,Q15594673,POLBA
6283,9,10445,Persicaria longiseta,Q5979849,POLBL
6284,9,10446,Fallopia convolvulus,Q1149295,POLCO
6285,9,10445,Persicaria capitata,Q144262,POLCT
6286,9,10447,Reynoutria japonica,Q18421053,POLCU
6287,9,10445,Persicaria hydropiperoides,Q15595481,POLHP
6288,9,10445,Persicaria hydropiper,Q160113,POLHY
6289,9,10445,Persicaria lapathifolia,Q159076,POLLA
6290,9,10445,Persicaria nepalensis,Q15598028,POLNE
6291,9,10445,Persicaria orientalis,Q164344,POLOR
6292,9,10445,Persicaria maculosa,Q161717,POLPE
6293,9,10445,Persicaria perfoliata,Q836721,POLPF
6294,9,10445,Persicaria punctata,Q4113856,POLPT
6295,9,10445,Persicaria pensylvanica,Q15596461,POLPY
6296,9,10445,Persicaria segetum,Q15598170,POLSE
6297,9,389,Polygonum sp.,,POLSS
6298,9,10448,Smallanthus sonchifolius,Q1075177,POMSO
6299,9,10449,Pothos sp.,,POOSS
6300,8,390,Populus adenopoda,Q4966905,POPAD
6301,8,390,Populus alba,Q146269,POPAL
6302,8,390,Populus angustifolia,Q2003088,POPAN
6303,8,390,Populus balsamifera,Q149471,POPBA
6304,8,390,Populus brandegeei,Q49525273,POPBR
6305,8,390,Populus x jackii,,POPBS
6306,8,390,Populus x canadensis,,POPCA
6307,8,390,Populus ciliata,Q2331107,POPCI
6308,8,390,Populus x canescens,,POPCN
6309,8,390,Populus cathayana,Q3206216,POPCT
6310,8,390,Populus davidiana,Q6813132,POPDA
6311,8,390,Populus deltoides,Q149319,POPDE
6312,8,390,Populus euphratica,Q1374188,POPEU
6313,8,390,Populus fremontii,Q3838136,POPFR
6314,8,390,Populus x generosa,,POPGE
6315,8,390,Populus grandidentata,Q1536353,POPGR
6316,8,390,Populus hybrids,,POPHY
6317,8,390,Populus koreana,Q4460782,POPKO
6318,8,390,Populus lasiocarpa,Q1306148,POPLA
6319,8,390,Populus laurifolia,Q1869852,POPLF
6320,8,390,Populus maximowiczii,Q2258345,POPMA
6321,8,390,Populus mexicana,Q10296280,POPMX
6322,8,390,Populus nigra,Q147064,POPNI
6323,8,390,Populus nigra var. italica,Q3377825,POPNT
6324,8,390,Populus purdomii,Q10895223,POPPU
6325,8,390,Populus sieboldii,Q10351623,POPSI
6326,8,390,Populus simonii,Q182756,POPSM
6327,8,390,Populus sp.,,POPSS
6328,8,390,Populus suaveolens,Q12209062,POPSU
6329,8,390,Populus szechuanica,Q1073825,POPSZ
6330,8,390,Populus trichocarpa,Q149382,POPTC
6331,8,390,Populus tremuloides,Q469576,POPTM
6332,8,390,Populus tomentosa,Q11127825,POPTO
6333,8,390,Populus tremula,Q146110,POPTR
6334,8,390,Populus x wettsteinii,,POPWE
6335,8,390,Populus x xiaohei,,POPXI
6336,8,390,Populus yunnanensis,Q1031773,POPYU
6337,8,392,Portulaca grandiflora,Q159547,PORGR
6338,8,392,Portulaca oleracea,Q158015,POROL
6339,8,392,Portulaca pilosa,Q7232815,PORPI
6340,8,392,Portulaca sp.,,PORSS
6341,9,10450,Pogostemon cablin,Q257757,POTCA
6342,8,10451,Pourouma cecropiifolia,Q2024176,POUCE
6343,8,10451,Pourouma sp.,,POUSS
6344,8,377,Piper umbellatum,Q3015026,POWUM
6345,8,393,Phlox amoena,Q11816212,POXAM
6346,8,393,Phlox carolina,Q7186537,POXCA
6347,8,393,Phlox divaricata,Q5222804,POXDI
6348,8,393,Phlox douglasii,Q16987983,POXDO
6349,8,393,Phlox drummondii,Q164835,POXDR
6350,8,393,Phlox paniculata,Q164553,POXPA
6351,8,393,Phlox sp.,,POXSS
6352,8,393,Phlox stolonifera,Q7186548,POXST
6353,8,393,Phlox subulata,Q1045366,POXSU
6354,8,10452,Polycarpon tetraphyllum,Q3232597,POYTE
6355,9,10453,Pappea capensis,Q13034642,PPECA
6356,9,10454,Ptychosperma elegans,Q7257164,PPMEL
6357,9,10454,Ptychosperma macarthurii,Q4047614,PPMMA
6358,8,10455,Pipturus argenteus,Q15610979,PPUAR
6359,9,394,Phalaenopsis amabilis,Q1069597,PQAAM
6360,9,394,Phalaenopsis hybrids,,PQAHY
6361,9,394,Phalaenopsis sp.,,PQASS
6362,9,395,Palaquium maingayi,Q5408028,PQIMA
6363,9,10456,Planchonella australis,Q15320686,PQKAU
6364,9,10456,Planchonella chartacea,Q15319802,PQKCH
6365,9,10456,Planchonella duclitan,Q15247084,PQKDU
6366,9,10456,Planchonella longipetiolata,Q15320399,PQKLO
6367,9,10456,Planchonella myrsinodendron,Q15320158,PQKMY
6368,9,10456,Planchonella obovata,Q2679213,PQKOB
6369,9,10456,Planchonella pohlmaniana,Q15320661,PQKPO
6370,9,10456,Planchonella sphaerocarpa,Q15320979,PQKSP
6371,9,10456,Planchonella sp.,,PQKSS
6372,9,10457,Pachypodium lamerei,Q1278160,PQPLA
6373,9,10445,Persicaria senticosa,Q5980317,PRASN
6374,9,10445,Persicaria thunbergii,Q5789456,PRATH
6375,9,10458,Pterocymbium beccarii,Q17580772,PRBBE
6376,9,10459,Neltuma articulata,,PRCAT
6377,9,10459,Neltuma caldenia,,PRCCD
6378,9,10459,Neltuma chilensis,Q132290504,PRCCH
6379,9,10459,Neltuma glandulosa,,PRCJG
6380,9,396,Prosopis farcta,Q2113274,PRCST
6381,9,10460,Premna serratifolia,Q1888249,PRESE
6382,9,398,Primula anisodora,Q6722625,PRIAN
6383,9,398,Primula aurantiaca,Q11122000,PRIAT
6384,9,398,Primula bulleyana subsp. beesiana,,PRIBE
6385,9,398,Primula bulleyana,Q2511367,PRIBL
6386,9,398,Primula capitata,Q1783920,PRICA
6387,9,398,Primula chungensis,Q10875902,PRICG
6388,9,398,Primula cortusoides,Q17252733,PRICO
6389,9,398,Primula denticulata,Q1679395,PRIDE
6390,9,398,Primula farinosa,Q161394,PRIFA
6391,9,398,Primula florindae,Q1581772,PRIFL
6392,9,398,Primula frondosa,Q741676,PRIFR
6393,9,398,Primula helodoxa,Q11145325,PRIHE
6394,9,398,Primula hirsuta,Q160261,PRIHI
6395,9,398,Primula japonica,Q161431,PRIJA
6396,9,398,Primula juliae,Q17252029,PRIJU
6397,9,398,Primula chionantha,Q2556812,PRIKI
6398,9,398,Primula sikkimensis var. sikkimensis,,PRIKK
6399,9,398,Primula latisecta,Q10952009,PRILT
6400,9,398,Primula luteola,Q17252510,PRILU
6401,9,398,Primula malacoides,Q11076662,PRIMA
6402,9,398,Primula megaseifolia,Q17251365,PRIMF
6403,9,398,Primula mollis,Q15251808,PRIML
6404,9,398,Primula nana,,PRINA
6405,9,398,Primula obconica,Q813591,PRIOB
6406,9,398,Primula polyneura,Q10932918,PRIPN
6407,9,398,Primula Polyanthus hybrids,Q12047000,PRIPO
6408,9,398,Primula pulverulenta,Q7243695,PRIPV
6409,9,398,Primula rosea,Q356144,PRIRO
6410,9,398,Primula secundiflora,Q10888839,PRISF
6411,9,398,Primula sinensis,Q5233783,PRISI
6412,9,398,Primula sikkimensis,Q3338520,PRISK
6413,9,398,Primula sp.,,PRISS
6414,9,398,Primula saxatilis,Q11049535,PRISX
6415,9,398,Primula veris,Q157552,PRIVE
6416,9,398,Primula vulgaris,Q159537,PRIVU
6417,9,398,Primula wilsonii,Q15235999,PRIWI
6418,9,10461,Perilla frutescens var. crispa,Q15750255,PRJFC
6419,9,10461,Perilla frutescens,Q1076038,PRJFR
6420,9,10462,Parkia biglobosa,Q1975323,PRKAF
6421,9,10462,Parkia speciosa,Q311088,PRKSP
6422,9,399,Prunus armeniaca var. ansu,,PRNAA
6423,9,399,Prunus africana,Q959738,PRNAF
6424,9,399,Prunus alleghaniensis,Q2892789,PRNAL
6425,9,399,Prunus americana,Q469524,PRNAM
6426,9,399,Prunus angustifolia,Q3010229,PRNAN
6427,9,399,Prunus apetala,Q10860854,PRNAP
6428,9,399,Prunus armeniaca,Q37453,PRNAR
6429,9,399,Prunus itosakura,Q51117378,PRNAS
6430,9,399,Prunus avium,Q165137,PRNAV
6431,9,399,Prunus x hybrida,,PRNAY
6432,9,399,Prunus besseyi,Q15624054,PRNBE
6433,9,399,Prunus bucharica,Q3408634,PRNBH
6434,9,399,Prunus x blireana,,PRNBL
6435,9,399,Prunus bokhariensis,Q21297676,PRNBO
6436,9,399,Prunus brigantina,Q3408630,PRNBR
6437,9,399,Prunus buergeriana,Q3408635,PRNBU
6438,9,399,Prunus cerasus,Q131517,PRNCE
6439,9,399,Prunus cerasifera,Q146951,PRNCF
6440,9,399,Prunus cerasifera var. divaricata,,PRNCG
6441,9,399,Prunus x cistena,,PRNCI
6442,9,399,Prunus caroliniana,Q501671,PRNCL
6443,9,399,Prunus campanulata,Q149633,PRNCM
6444,9,399,Prunus cerasoides,Q150149,PRNCS
6445,9,399,Prunus cornuta,Q12844017,PRNCT
6446,9,399,Prunus curdica,,PRNCU
6447,9,399,Prunus cerasifera var. pissardii,,PRNCX
6448,9,399,Prunus domestica subsp. italica,Q1283218,PRNDI
6449,9,399,Prunus domestica,Q44120,PRNDO
6450,9,399,Prunus domestica subsp. insititia,Q4996665,PRNDT
6451,9,399,Prunus amygdalus,Q15545507,PRNDU
6452,9,399,Prunus davidiana,Q3408638,PRNDV
6453,9,399,Prunus emarginata,Q591062,PRNEM
6454,9,399,Prunus fenzliana,Q1404940,PRNFE
6455,9,399,Prunus fremontii,Q1195845,PRNFM
6456,9,399,Prunus glandulosa,Q149743,PRNGL
6457,9,399,Prunus grayana,Q2700694,PRNGN
6458,9,399,Prunus holosericea,,PRNHL
6459,9,399,Prunus hortulana,Q3408640,PRNHO
6460,9,399,Prunus hybrids,,PRNHY
6461,9,399,Prunus x incam,,PRNIA
6462,9,399,Prunus incisa,Q3269605,PRNIC
6463,9,399,Prunus ilicifolia,Q2114443,PRNIL
6464,9,399,Prunus japonica,Q1771825,PRNJP
6465,9,399,Prunus laurocerasus,Q157508,PRNLR
6466,9,399,Prunus x lannesiana,,PRNLS
6467,9,399,Prunus lusitanica,Q1969110,PRNLU
6468,9,399,Prunus mexicana,Q3011509,PRNME
6469,9,399,Prunus mahaleb,Q161920,PRNMH
6470,9,399,Prunus mume,Q157763,PRNMM
6471,9,399,Prunus mandshurica,Q854093,PRNMN
6472,9,399,Prunus myrobalan-peach hybrids,,PRNMP
6473,9,399,Prunus maritima,Q2081045,PRNMR
6474,9,399,Prunus munsoniana,Q3408647,PRNMS
6475,9,399,Prunus nigra,Q2724971,PRNNI
6476,9,399,Prunus orientalis,,PRNOT
6477,9,399,Prunus padus,Q165424,PRNPA
6478,9,399,Prunus pseudocerasus,Q2715071,PRNPC
6479,9,399,Prunus pensylvanica,Q2707920,PRNPE
6480,9,399,Prunus phaeosticta,Q11179121,PRNPH
6481,9,399,Prunus persica var. nucipersica,Q3408651,PRNPN
6482,9,399,Prunus pendula,Q10879010,PRNPQ
6483,9,399,Prunus persica,Q13189,PRNPS
6484,9,399,Prunus pumila,Q1249454,PRNPU
6485,9,399,Prunus serrulata var. pubescens,,PRNPZ
6486,9,399,Prunus reverchonii,,PRNRE
6487,9,399,Prunus serotina var. salicifolia,,PRNSA
6488,9,399,Prunus sibirica,Q964938,PRNSB
6489,9,399,Prunus salicina,Q1250033,PRNSC
6490,9,399,Prunus subcordata,Q2725382,PRNSD
6491,9,399,Prunus sargentii,Q163039,PRNSG
6492,9,399,Prunus simonii,Q3017242,PRNSI
6493,9,399,Prunus serrulata,Q165321,PRNSL
6494,9,399,Prunus spinosissima,Q3408653,PRNSM
6495,9,399,Prunus spinosa,Q129018,PRNSN
6496,9,399,Prunus serotina,Q158987,PRNSO
6497,9,399,Prunus scoparia,Q7253110,PRNSQ
6498,9,399,Prunus serrula,,PRNSR
6499,9,399,Prunus sp.,,PRNSS
6500,9,399,Prunus subhirtella,Q163070,PRNSU
6501,9,399,Prunus sellowii,Q15547356,PRNSX
6502,9,399,Prunus tangutica,Q3408654,PRNTG
6503,9,399,Prunus tomentosa,Q627393,PRNTO
6504,9,399,Prunus triloba,Q2727171,PRNTR
6505,9,399,Prunus umbellata,Q17235187,PRNUM
6506,9,399,Prunus virginiana var. demissa,Q24694487,PRNVD
6507,9,399,Prunus virginiana,Q162829,PRNVG
6508,9,399,Prunus serrulata var. spontanea,Q3408652,PRNYA
6509,9,399,Prunus x yedoensis,,PRNYE
6510,9,399,Prunus x sieboldii,,PRNZB
6511,8,400,Proboscidea louisianica,Q2111569,PROLO
6512,8,10464,Prosopis sp.,,PRSSSP
6513,9,401,Parthenocissus quinquefolia,Q157968,PRTQU
6514,9,401,Parthenocissus tricuspidata,Q157979,PRTTR
6515,9,10465,Prunella vulgaris,Q158469,PRUVU
6516,8,10466,Priva lappulacea,Q15435905,PRVLP
6517,9,10467,Protea mundii,Q7251209,PRWMU
6518,9,10468,Pseudelephantopus spicatus,Q15598051,PSESP
6519,9,10469,Psophocarpus tetragonolobus,Q1468260,PSHTE
6520,9,403,Psidium acutangulum,Q2111854,PSIAC
6521,9,403,Psidium cattleyanum,Q17813563,PSICA
6522,9,403,Psidium friedrichsthalianum,Q2906154,PSIFR
6523,9,403,Psidium guineense,Q6090472,PSIGN
6524,9,403,Psidium guajava,Q166843,PSIGU
6525,9,403,Psidium myrtoides,Q9627515,PSIMY
6526,9,403,Psidium oligospermum,Q15380016,PSIOL
6527,9,403,Psidium sp.,,PSISS
6528,9,403,Psidium striatulum,Q15379657,PSIST
6529,7,404,Pseudolarix amabilis,Q1458175,PSLAM
6530,8,10470,Picrasma quassioides,Q855778,PSMQU
6531,8,10471,Pseudopanax laetus,Q21397632,PSNLA
6532,9,9024,Arrhenatherum longifolium,Q12208086,PSQLO
6533,9,10472,Psoralea aphylla,Q15545007,PSRAP
6534,9,10473,Bituminaria bituminosa,Q1251922,PSRBI
6535,9,10472,Psoralea pinnata,Q1233819,PSRPI
6536,9,10472,Psoralea tenuiflora,Q15543309,PSRTE
6537,9,10474,Pseudosasa japonica,Q527901,PSSJA
6538,7,405,Pseudotsuga macrocarpa,Q1425070,PSTMA
6539,7,405,Pseudotsuga menziesii,Q156687,PSTME
6540,7,405,Pseudotsuga menziesii var. glauca,Q956705,PSTMG
6541,7,405,Pseudotsuga sp.,,PSTSS
6542,8,10475,Psychotria berteroana,Q15501553,PSYBE
6543,8,10475,Psychotria luzoniensis,Q15498948,PSYLU
6544,8,10475,Psychotria nervosa,Q3410207,PSYNE
6545,8,10475,Psychotria sp.,,PSYSS
6546,9,10476,Ptelea sp.,,PTASS
6547,9,10476,Ptelea trifoliata,Q1326200,PTATR
6548,7,10478,Pteridium aquilinum,Q213548,PTEAQ
6549,8,406,Pterocarya fraxinifolia,Q121749,PTFFR
6550,8,406,Pterocarya rhoifolia,Q3008950,PTFRH
6551,8,406,Pterocarya stenoptera,Q2699896,PTFST
6552,8,10480,Pteris argyraea,Q17117683,PTJAR
6553,8,10480,Pteris cretica,Q2050113,PTJCR
6554,8,10480,Pteris ensiformis,Q3410386,PTJEN
6555,9,10481,Pterocarpus indicus,Q979014,PTKIN
6556,9,10481,Pterocarpus rohrii,Q15525128,PTKRR
6557,9,10481,Pterocarpus soyauxii,Q2312121,PTKSO
6558,9,407,Potentilla anserina,Q157815,PTLAN
6559,9,407,Potentilla canadensis,Q17252227,PTLCA
6560,9,10482,Dasiphora fruticosa,Q161169,PTLFR
6561,9,10483,Drymocallis glandulosa,Q15537861,PTLGL
6562,9,407,Potentilla reptans,Q130224,PTLRE
6563,9,407,Potentilla sp.,,PTLSS
6564,8,10485,Potamogeton illinoensis,Q15295714,PTMIL
6565,8,10486,Stuckenia striata,Q7627479,PTMSR
6566,9,408,Parthenium argentatum,Q536839,PTNAR
6567,9,408,Parthenium hysterophorus,Q3595850,PTNHY
6568,9,408,Parthenium integrifolium,Q7140245,PTNIN
6569,8,10487,Parrotia persica,Q1138533,PTTPE
6570,8,10488,Pittosporum crassifolium,Q15589244,PTUCR
6571,8,10488,Pittosporum eugenioides,Q7199141,PTUEU
6572,8,10488,Pittosporum heterophyllum,Q11065909,PTUHE
6573,8,10488,Pittosporum ligustrifolium,,PTULI
6574,8,10488,Pittosporum ralphii,Q15590509,PTURA
6575,8,10488,Pittosporum senacia,Q2909013,PTUSE
6576,8,10488,Pittosporum sp.,,PTUSS
6577,8,10488,Pittosporum tenuifolium,Q160343,PTUTE
6578,8,10488,Pittosporum tobira,Q161375,PTUTO
6579,8,10488,Pittosporum turneri,Q5438331,PTUTU
6580,8,10488,Pittosporum umbellatum,Q15589723,PTUUM
6581,8,10488,Pittosporum undulatum,Q7199152,PTUUN
6582,8,10490,Portulacaria afra,Q2481534,PUAAF
6583,9,10491,Pueraria montana var. lobata,Q15198502,PUELO
6584,9,10491,Pueraria montana,Q1054489,PUEMO
6585,9,10491,Pueraria phaseoloides,Q10866778,PUEPH
6586,9,10491,Pueraria sp.,,PUESS
6587,9,10492,Puschkinia scilloides,Q839611,PUKSC
6588,8,10493,Punica granatum,Q13188,PUNGR
6589,8,10493,Punica sp.,,PUNSS
6590,9,10494,Purshia stansburiana,Q7153595,PURST
6591,9,10494,Purshia tridentata,Q3410988,PURTR
6592,9,10495,Pavonia cancellata,Q11079963,PVACA
6593,9,10495,Pavonia fruticosa,Q15380664,PVAFR
6594,9,10495,Pavonia sp.,,PVASS
6595,9,409,Pritchardia pacifica,Q1243278,PWDPA
6596,9,409,Pritchardia sp.,,PWDSS
6597,9,409,Pritchardia thurstonii,Q1342536,PWDTH
6598,8,10496,Phryma leptostachya,Q10903857,PWHLE
6599,8,10497,Peumus boldus,Q833994,PWUBO
6600,9,10498,Pterygota alata,Q1000821,PXGAL
6601,8,10499,Paxistima myrsinites,Q7156489,PXSMY
6602,9,411,Pyracantha angustifolia,Q1023586,PYEAN
6603,9,411,Pyracantha crenatoserrata,Q50852323,PYECN
6604,9,411,Pyracantha coccinea,Q159269,PYECO
6605,9,411,Pyracantha koidzumii,Q1023570,PYEKO
6606,9,411,Pyracantha rogersiana,Q7263207,PYERO
6607,9,411,Pyracantha sp.,,PYESS
6608,9,10500,Pyrrhopappus carolinianus,Q15602380,PYHCA
6609,8,10501,Polyscias balfouriana,Q16957041,PYJBA
6610,8,10501,Polyscias filicifolia,Q16956859,PYJFI
6611,8,10501,Polyscias fruticosa,Q5903279,PYJFR
6612,8,10501,Polyscias ornifolia,Q15555221,PYJOR
6613,9,412,Phyllanthus acidus,Q941464,PYLAC
6614,9,412,Phyllanthus amarus,Q11034878,PYLAM
6615,9,412,Phyllanthus emblica,Q310050,PYLEM
6616,9,412,Phyllanthus ferdinandi,Q39515721,PYLFE
6617,9,412,Phyllanthus maderaspatensis,Q11175706,PYLMP
6618,9,412,Phyllanthus niruri,,PYLNI
6619,9,412,Phyllanthus urinaria,Q1131974,PYLUR
6620,8,10502,Pyrostegia venusta,Q3142937,PYRVE
6621,9,10503,Physostegia virginiana,Q908842,PYSVI
6622,9,413,Pyrus ussuriensis var. aromatica,,PYUAR
6623,9,413,Pyrus betulifolia,Q9281564,PYUBE
6624,9,413,Pyrus bourgaeana,Q3285189,PYUBO
6625,9,413,Pyrus bretschneideri,Q2114345,PYUBR
6626,9,413,Pyrus calleryana,Q3079266,PYUCA
6627,9,413,Pyrus caucasica,Q9281562,PYUCC
6628,9,413,Pyrus communis,Q146281,PYUCO
6629,9,413,Pyrus elaeagnifolia,,PYUEL
6630,9,413,Pyrus fauriei,Q17270890,PYUFA
6631,9,413,Pyrus ussuriensis var. hondoensis,,PYUHO
6632,9,413,Pyrus hybrids,,PYUHY
6633,9,413,Pyrus kawakamii,,PYUKA
6634,9,413,Pyrus x lecontei,,PYULE
6635,9,413,Pyrus lindleyi,Q50853705,PYULI
6636,9,413,Pyrus pyrifolia var. culta,Q56886361,PYUPC
6637,9,413,Pyrus pyraster,Q149332,PYUPS
6638,9,413,Pyrus pyrifolia,Q838963,PYUPY
6639,9,413,Pyrus serrulata,Q11175781,PYUSE
6640,9,413,Pyrus x sinkiangensis,Q7263790,PYUSK
6641,9,413,Pyrus spinosa,Q2294122,PYUSP
6642,9,413,Pyrus sp.,,PYUSS
6643,9,413,Pyrus ussuriensis,Q13172138,PYUUS
6644,9,10210,Plinia grandifolia,Q15379203,PZIGR
6645,9,10504,Quararibea funebris,Q7269144,QARFU
6646,9,10505,Castanospora alphandii,Q15547095,QATAL
6647,9,10506,Callerya atropurpurea,Q2934115,QAYAT
6648,9,10506,Callerya sp.,,QAYSS
6649,8,10507,Physochlaina physaloides,Q2089522,QCAPH
6650,9,10509,Pseudophoenix sargentii,Q7255286,QDPSA
6651,8,10510,Peritassa campestris,Q15347538,QEACA
6652,8,10511,Pentarhopalopilia umbellulata,Q15382140,QEHUM
6653,9,217,Genista tridentata,Q854115,QEMTR
6654,9,10512,Pilidiostigma glabrum,Q15377189,QGMGL
