Category,Disease,Pathogen,Afflict,Full plant name
FUNGAL AND OOMYCETE DISEASES,Collar rot,"Sclerotium rolfsiiSacc.
(syns.Athelia
rolfsii(Curzi) Tu & Kimbrough;Corticium rolfsiiCurzi)",Chickpea,Chickpea ( Cicer arietinum L.)
FUNGAL AND OOMYCETE DISEASES,Cylindrocladium leaf spot and stem canker,"Cylindrocladiumspp.
C. clavatumC. S. Hodges & L. C.
May",Chickpea,Chickpea ( Cicer arietinum L.)
FUNGAL AND OOMYCETE DISEASES,Damping-off,"Globisporangium
debaryanum(R. Hesse) Uzuhashi, Tojo, & Kakish.
(syn.Pythium debaryanumHesse)
G.
irregulare(Buisman) Uzuhashi, Tojo, & Kakish
(syn.P.
irregulareBuisman)
G. ultimum(Trow) Uzuhashi, Tojo,
& Kakish.
(syn.P. ultimumTrow)
Pythiumspp.",Chickpea,Chickpea ( Cicer arietinum L.)
FUNGAL AND OOMYCETE DISEASES,Downy mildew,"Peronosporaspp.
P. cicerisAgarwal, Kulshreshtha,
Bhalla, & Sarbhoy",Chickpea,Chickpea ( Cicer arietinum L.)
FUNGAL AND OOMYCETE DISEASES,Dry root rot,"Macrophomina phaseolina(Tassi)
Goidanich
(syn.Rhizoctonia
bataticola(Taubenhaus) E. J. Butler)",Chickpea,Chickpea ( Cicer arietinum L.)
FUNGAL AND OOMYCETE DISEASES,Epicoccum spot,"Epicoccum purpurascensEhrenb. ex
Schlecht.",Chickpea,Chickpea ( Cicer arietinum L.)
FUNGAL AND OOMYCETE DISEASES,Foot rot,"Phacidiopycnis padwickii(Kheswalla)
B. Sutton
(syn.Operculella
padwickiiKheswalla)",Chickpea,Chickpea ( Cicer arietinum L.)
FUNGAL AND OOMYCETE DISEASES,Fusarium root rot,"Fusarium acuminatumEllis &
Everh.
F. arthrosporioidesSherb.
F. avenaceum(Corda:Fr.) Sacc.
F. equiseti(Corda) Sacc.
F. solani(Mart.) Sacc. f. sp.Eumartii(C. Carpenter) W. C. Snyder & H. N. Hans.
(syn.F.
eumartiiCarpenter)",Chickpea,Chickpea ( Cicer arietinum L.)
FUNGAL AND OOMYCETE DISEASES,Fusarium wilt,"Fusarium oxysporumSchlechtend.:Fr.
f. sp.ciceris(Padwick) T. Matuo & K. Satõ",Chickpea,Chickpea ( Cicer arietinum L.)
FUNGAL AND OOMYCETE DISEASES,Leaf spot,"Myrothecium roridumTode:Fr.
(syn.M. advenaSacc.)
Mystrosporiumsp.
Scopulariopsis brevicaulis(Sacc.)
Bainer
(syns.Microascus brevicaulisS. P. Abbott;Penicillium brevicauleSacc.)",Chickpea,Chickpea ( Cicer arietinum L.)
FUNGAL AND OOMYCETE DISEASES,Neocosmospora root rot,"Neocosmospora vasinfectaE. F. Smith
(syn.Neocosmospora ornamentataM. A. F. Barbosa)",Chickpea,Chickpea ( Cicer arietinum L.)
FUNGAL AND OOMYCETE DISEASES,Ozonium wilt and collar rot,"Ozonium texanumD. C. Neal & R. E.
Webster var.parasiticumThirumalachar",Chickpea,Chickpea ( Cicer arietinum L.)
FUNGAL AND OOMYCETE DISEASES,Phoma blight,Phoma medicaginisMalbr. & Roum.,Chickpea,Chickpea ( Cicer arietinum L.)
FUNGAL AND OOMYCETE DISEASES,Phytophthora root rot,"Phytophthora citrophthora(R. E. Sm.
& E. H. Sm.) Leonian
P. cryptogeaPethybr. & Lafferty
P. medicaginisE. M. Hans & D.
P. Maxwell
P. megaspermaDrechsler",Chickpea,Chickpea ( Cicer arietinum L.)
FUNGAL AND OOMYCETE DISEASES,Pleospora leaf spot,"Pleospora herbarum(Pers.:Fr.)
Rabenh.
(syn.Stemphylium
herbarumSimmons)",Chickpea,Chickpea ( Cicer arietinum L.)
FUNGAL AND OOMYCETE DISEASES,Powdery mildew,"Leveillula taurica(Lév.)
Arnaud
(syn.Oidiopsis
taurica(Lév.) Salmon)
Erysiphespp.",Chickpea,Chickpea ( Cicer arietinum L.)
FUNGAL AND OOMYCETE DISEASES,Rust,Uromyces ciceris-arietiniJacz.,Chickpea,Chickpea ( Cicer arietinum L.)
FUNGAL AND OOMYCETE DISEASES,Sclerotinia stem rot,"Sclerotinia sclerotiorum(Lib.) de
Bary
S. trifoliorumEriksson",Chickpea,Chickpea ( Cicer arietinum L.)
FUNGAL AND OOMYCETE DISEASES,Seedling or seed rot,"Aspergillus flavusLink:Fr.
Trichothecium roseum(Pers.:Fr.)
Link",Chickpea,Chickpea ( Cicer arietinum L.)
FUNGAL AND OOMYCETE DISEASES,Stemphylium blight,"Stemphylium sarciniforme(Cavara)
Wiltshire",Chickpea,Chickpea ( Cicer arietinum L.)
FUNGAL AND OOMYCETE DISEASES,Trichoderma root rot,Trichoderma harzianumRifai,Chickpea,Chickpea ( Cicer arietinum L.)
FUNGAL AND OOMYCETE DISEASES,Verticillium wilt,"Verticillium albo-atrumReinke &
Berthier
V. dahliaeKleb.",Chickpea,Chickpea ( Cicer arietinum L.)
FUNGAL AND OOMYCETE DISEASES,Wet root rot,"Rhizoctonia solaniKühn
(syn.Thanatephorus
cucumeris(Frank) Donk)",Chickpea,Chickpea ( Cicer arietinum L.)
NEMATODES (PARASITIC),Cyst nematode,"Heterodera ciceriVovlos, Greco,
& Di Vito
H. swarupiSharma, Siddiqi, Rahaman,
& Ansari",Chickpea,Chickpea ( Cicer arietinum L.)
NEMATODES (PARASITIC),Reniform nematode,"Rotylenchulus parvusSher
R. reniformisLinford & Oliveira",Chickpea,Chickpea ( Cicer arietinum L.)
NEMATODES (PARASITIC),Root-knot nematode,"Meloidogyne arenaria(Neal) Chitwood
M. artielliaFranklin
M. incognita(Kofoid & White)
Chitwood
M. javanica(Treub) Chitwood",Chickpea,Chickpea ( Cicer arietinum L.)
NEMATODES (PARASITIC),Root lesion nematode,"Pratylenchus brachyurus(Godfrey)
Goodey
P. mediterraneusCorbett
P. neglectus(Rensch) Filipjev
Schuurmanns & Stekhoven
P. penetrans(Cobb.) Filipjev
Schuurmans & Stekhoven
P. thorneiSher & Allen",Chickpea,Chickpea ( Cicer arietinum L.)
NEMATODES (PARASITIC),Stem and bulb nematode,Ditylenchus dipsaci(Kühn) Filipjev,Chickpea,Chickpea ( Cicer arietinum L.)
PHYTOPLASMAL DISEASE,Phyllody,Phytoplasmalike organism,Chickpea,Chickpea ( Cicer arietinum L.)
VIRUS PATHOGENS,Bromoviridae:,"Alfalfa mosaic virus(AMV)
Broad bean mottle virus(BBMV)
Cucumber mosaic virus(CMV)
Tobacco streak virus(TSV)",Chickpea,Chickpea ( Cicer arietinum L.)
VIRUS PATHOGENS,Bunyaviridae:,Tomato spotted wilt virus(TSWV),Chickpea,Chickpea ( Cicer arietinum L.)
VIRUS PATHOGENS,Comoviridae:,"Broad bean wilt virus (BBWV)
Tobacco ringspot virus(TRSV)",Chickpea,Chickpea ( Cicer arietinum L.)
VIRUS PATHOGENS,Flexiviridae:,"Pea streak virus(PeSV)
Red clover vein mosaic virus(RCVMV)",Chickpea,Chickpea ( Cicer arietinum L.)
VIRUS PATHOGENS,Geminiviridae:,"Chickpea chlorosis virus (CpCV)
Chickpea chlorotic dwarf virus (CpCDV)
Chickpea redleaf virus (CpRLV)
Tobacco yellow dwarf virus(TYDV)",Chickpea,Chickpea ( Cicer arietinum L.)
VIRUS PATHOGENS,Luteoviridae:,"Bean leafroll virus(BLRV)
Beet western yellows virus(BWYV)
Chickpea chlorotic stunt virus (CpCSV)
Chickpea luteovirus (CpLV)
Chickpea stunt disease-associated virus(CpSDaV)
Chickpea yellows virus (ChYV)
Cucurbit aphid-borne yellows virus(CABYV)
Potato leafroll virus(PLRV)
Soybean dwarf virus(SbDV)",Chickpea,Chickpea ( Cicer arietinum L.)
VIRUS PATHOGENS,Nanoviridae:,Faba bean necrotic yellows virus(FBNYV),Chickpea,Chickpea ( Cicer arietinum L.)
VIRUS PATHOGENS,Potyviridae:,"Bean yellow mosaic virus(BYMV)
Chickpea bushy dwarf virus (CpBDV)
Chickpea distortion mosaic (CpDMV)
Chickpea filiform virus (CpFV)
Chickpea yellow mosaic virus (CpYMV)
Lettuce mosaic virus(LMV)
Pea seed-borne mosaic virus(PSbMV)
Turnip mosaic virus(TuMV)",Chickpea,Chickpea ( Cicer arietinum L.)
VIRUS PATHOGENS,Rhabdoviridae:,Lettuce necrotic yellows virus(LNYV),Chickpea,Chickpea ( Cicer arietinum L.)
VIRUS PATHOGENS,"Enamovirus (Luteoviridae) + Umbravirus
(Unassigned to family)","Pea enation mosaic virus(PEMV;
PEMV-1 + PEMV-2)",Chickpea,Chickpea ( Cicer arietinum L.)
WEEDS (PARASITIC),Broomrape,"Orobanche aegyptiacaPers.
(syn.Phelipanche aegyptiaca(Per.) Pomel)
O. crenataForssk.
O. foetidaPoir.",Chickpea,Chickpea ( Cicer arietinum L.)
WEEDS (PARASITIC),Dodder,Cuscuta campestrisYunck,Chickpea,Chickpea ( Cicer arietinum L.)
WEEDS (PARASITIC),Dodder,Cuscuta campestrisYunck,Chrysanthemum,Chrysanthemum ( Dendrathema × grandiflorum Kitam. = Chrysanthemum × morifolium Ramat.)
BACTERIAL DISEASES,Bacterial blight,Erwinia chrysanthemiBurkholderet al.,Chrysanthemum,Chrysanthemum ( Dendrathema × grandiflorum Kitam. = Chrysanthemum × morifolium Ramat.)
BACTERIAL DISEASES,Bacterial leaf spot,Pseudomonas cichorii(Swingle) Stapp,Chrysanthemum,Chrysanthemum ( Dendrathema × grandiflorum Kitam. = Chrysanthemum × morifolium Ramat.)
BACTERIAL DISEASES,Crown gall,Agrobacterium tumefaciens(Smith & Townsend) Conn,Chrysanthemum,Chrysanthemum ( Dendrathema × grandiflorum Kitam. = Chrysanthemum × morifolium Ramat.)
BACTERIAL DISEASES,Fasciation,"Rhodococcus fascians(Tilford) Goodfellow
=Corynebacterium fascians(Tilford) Dowson",Chrysanthemum,Chrysanthemum ( Dendrathema × grandiflorum Kitam. = Chrysanthemum × morifolium Ramat.)
BACTERIAL DISEASES,Stem necrosis,Pseudomonas cichorii(Swingle) Stapp,Chrysanthemum,Chrysanthemum ( Dendrathema × grandiflorum Kitam. = Chrysanthemum × morifolium Ramat.)
FUNGAL DISEASES,Alternaria leaf spot,Alternariasp.,Chrysanthemum,Chrysanthemum ( Dendrathema × grandiflorum Kitam. = Chrysanthemum × morifolium Ramat.)
FUNGAL DISEASES,Bipolaris leaf spot,"Bipolaris setaria(Sawada) Shoemaker
Cochliobolus setariae(Ito & Kuribayashi in Ito) Drechs. ex Dastur [teleomorph]",Chrysanthemum,Chrysanthemum ( Dendrathema × grandiflorum Kitam. = Chrysanthemum × morifolium Ramat.)
FUNGAL DISEASES,Cercospora leaf spot,Cercospora chrysanthemiHeald & F. A. Wolf,Chrysanthemum,Chrysanthemum ( Dendrathema × grandiflorum Kitam. = Chrysanthemum × morifolium Ramat.)
FUNGAL DISEASES,Charcoal stem rot,Macrophomina phaseolina(Tassi) Goidanich,Chrysanthemum,Chrysanthemum ( Dendrathema × grandiflorum Kitam. = Chrysanthemum × morifolium Ramat.)
FUNGAL DISEASES,Cylindrosporium leaf,Cylindrosporium chrysanthemiEllis & spot Dearn.,Chrysanthemum,Chrysanthemum ( Dendrathema × grandiflorum Kitam. = Chrysanthemum × morifolium Ramat.)
FUNGAL DISEASES,Fusarium wilt,"Fusarium oxysporumSchlechtend.:Fr. f. sp.chrysanthemiG. M. Armstronget al.
F. oxysporumSchlechtend.:Fr. f. sp.tracheiphilum
(E. F. Sm.) W. C. Snyder & H. N. Hans. (race 1)",Chrysanthemum,Chrysanthemum ( Dendrathema × grandiflorum Kitam. = Chrysanthemum × morifolium Ramat.)
FUNGAL DISEASES,Gray mold,"BotrytiscinereaPers.:Fr.
Botryotinia fuckeliana(de Bary) Whetzel [teleomorph]",Chrysanthemum,Chrysanthemum ( Dendrathema × grandiflorum Kitam. = Chrysanthemum × morifolium Ramat.)
FUNGAL DISEASES,Itersonilia petal blight,Itersonilia perplexansDerx,Chrysanthemum,Chrysanthemum ( Dendrathema × grandiflorum Kitam. = Chrysanthemum × morifolium Ramat.)
FUNGAL DISEASES,Phymatotrichum root rot (cotton root rot),"Phymatotrichiopsis omnivora(Duggar) Hennebert
=Phymatotrichum omnivorumDuggar",Chrysanthemum,Chrysanthemum ( Dendrathema × grandiflorum Kitam. = Chrysanthemum × morifolium Ramat.)
FUNGAL DISEASES,Powdery mildew,Erysiphe cichoracearumDC.,Chrysanthemum,Chrysanthemum ( Dendrathema × grandiflorum Kitam. = Chrysanthemum × morifolium Ramat.)
FUNGAL DISEASES,Pythium root rot,"Pythiumspp.
P. ultimumTrow",Chrysanthemum,Chrysanthemum ( Dendrathema × grandiflorum Kitam. = Chrysanthemum × morifolium Ramat.)
FUNGAL DISEASES,Ray blight,"Didymella ligulicola(K. Bakeret al.) Arx in E. Müller & Arx
Phoma chrysanthemiVoglino [anamorph]
=Ascochyta chrysanthemiF. Stevens",Chrysanthemum,Chrysanthemum ( Dendrathema × grandiflorum Kitam. = Chrysanthemum × morifolium Ramat.)
FUNGAL DISEASES,Ray speck,"Stemphylium lycopersici(Enjoji) W. Yamamoto
=S. floridanumHannon & Weber",Chrysanthemum,Chrysanthemum ( Dendrathema × grandiflorum Kitam. = Chrysanthemum × morifolium Ramat.)
FUNGAL DISEASES,Rhizoctonia stem rot,"Rhizoctonia solaniKühn
Thanatephora cucumeris(A. B. Frank) Donk [teleomorph]",Chrysanthemum,Chrysanthemum ( Dendrathema × grandiflorum Kitam. = Chrysanthemum × morifolium Ramat.)
FUNGAL DISEASES,Root rot,Phoma chrysanthemicolaHollos,Chrysanthemum,Chrysanthemum ( Dendrathema × grandiflorum Kitam. = Chrysanthemum × morifolium Ramat.)
FUNGAL DISEASES,Rust,Puccinia tanacetiDC.,Chrysanthemum,Chrysanthemum ( Dendrathema × grandiflorum Kitam. = Chrysanthemum × morifolium Ramat.)
FUNGAL DISEASES,Septoria leaf spot,Septoria chrysanthemiHalst. in Seym. & Earle,Chrysanthemum,Chrysanthemum ( Dendrathema × grandiflorum Kitam. = Chrysanthemum × morifolium Ramat.)
FUNGAL DISEASES,Sclerotinia rot,Sclerotinia sclerotiorum(Lib.) de Bary,Chrysanthemum,Chrysanthemum ( Dendrathema × grandiflorum Kitam. = Chrysanthemum × morifolium Ramat.)
FUNGAL DISEASES,Southern blight,"Sclerotium rolfsiiSacc.
Athelia rolfsii(Curzi) Tu & Kimbrough [teleomorph]",Chrysanthemum,Chrysanthemum ( Dendrathema × grandiflorum Kitam. = Chrysanthemum × morifolium Ramat.)
FUNGAL DISEASES,Stem rot,"Fusarium solani(Mart.) Sacc.
Nectria haematococcaBerk & Broome [teleomorph]",Chrysanthemum,Chrysanthemum ( Dendrathema × grandiflorum Kitam. = Chrysanthemum × morifolium Ramat.)
FUNGAL DISEASES,Verticillium wilt,"Verticillium albo-atrumReinke & Berthier
V. dahliaeKleb.",Chrysanthemum,Chrysanthemum ( Dendrathema × grandiflorum Kitam. = Chrysanthemum × morifolium Ramat.)
FUNGAL DISEASES,White rust,Puccinia horianaHenn.,Chrysanthemum,Chrysanthemum ( Dendrathema × grandiflorum Kitam. = Chrysanthemum × morifolium Ramat.)
"NEMATODES, PARASITIC",Bud and leaf,Aphelenchoides ritzemabosi(Schwartz) Steiner & Buhrer,Chrysanthemum,Chrysanthemum ( Dendrathema × grandiflorum Kitam. = Chrysanthemum × morifolium Ramat.)
"NEMATODES, PARASITIC",Lesion,Pratylenchus pratensis(de Man) Filipjev,Chrysanthemum,Chrysanthemum ( Dendrathema × grandiflorum Kitam. = Chrysanthemum × morifolium Ramat.)
"NEMATODES, PARASITIC",Root-knot,Meloidogynespp.,Chrysanthemum,Chrysanthemum ( Dendrathema × grandiflorum Kitam. = Chrysanthemum × morifolium Ramat.)
VIRAL DISEASES,Aspermy & Chrysanthemum mosaic,"genusCucumovirus, Tomato aspermy virus(TAV)",Chrysanthemum,Chrysanthemum ( Dendrathema × grandiflorum Kitam. = Chrysanthemum × morifolium Ramat.)
VIRAL DISEASES,Spotted wilt,"genusTospovirus, Tomato spotted wilt virus(TSWV)",Chrysanthemum,Chrysanthemum ( Dendrathema × grandiflorum Kitam. = Chrysanthemum × morifolium Ramat.)
VIRAL DISEASES,Chrysanthemum chlorotic mottle,Chrysanthemum chlorotic mottle viroid,Chrysanthemum,Chrysanthemum ( Dendrathema × grandiflorum Kitam. = Chrysanthemum × morifolium Ramat.)
VIRAL DISEASES,Chrysanthemum stunt,Chrysanthemum stunt viroid,Chrysanthemum,Chrysanthemum ( Dendrathema × grandiflorum Kitam. = Chrysanthemum × morifolium Ramat.)
BACTERIAL DISEASES,Crown gall,Agrobacterium tumefaciens(Smith and Townsend 1907) Conn 1942,Cineraria,Cineraria ( Pericallis × hybrida R. Nordenstam [ Senecio × hybridus (Willd.) Regel])
BACTERIAL DISEASES,Southern wilt,"Ralstoniasolanacearum(Smith 1896) Yabuuchi et al. 1996,comb. nov.
=Pseudomonas solanacearum(Smith 1896) Smith 1914",Cineraria,Cineraria ( Pericallis × hybrida R. Nordenstam [ Senecio × hybridus (Willd.) Regel])
FUNGAL DISEASES,Alternaria leaf spot,"Alternaria cinerariaeS. Hori & Enjoji
=A. senecionisNeergaard",Cineraria,Cineraria ( Pericallis × hybrida R. Nordenstam [ Senecio × hybridus (Willd.) Regel])
FUNGAL DISEASES,Black root rot,"Thielaviopsis basicola(Berk. & Broome) Ferraris
Chalara elegansNag Raj & Kendr. [synanamorph]",Cineraria,Cineraria ( Pericallis × hybrida R. Nordenstam [ Senecio × hybridus (Willd.) Regel])
FUNGAL DISEASES,Botrytis blight,Botrytis cinereaPers.:Fr.,Cineraria,Cineraria ( Pericallis × hybrida R. Nordenstam [ Senecio × hybridus (Willd.) Regel])
FUNGAL DISEASES,Downy mildew,"Plasmopara halstedii(Farl.) Berl. & DeToni in Sacc
Bremia lactucaeRegel",Cineraria,Cineraria ( Pericallis × hybrida R. Nordenstam [ Senecio × hybridus (Willd.) Regel])
FUNGAL DISEASES,Fusarium root and crown rot,Fusariumsp.,Cineraria,Cineraria ( Pericallis × hybrida R. Nordenstam [ Senecio × hybridus (Willd.) Regel])
FUNGAL DISEASES,Phytophthora root and crown rot,"Phytophthora cambivora(Petri) Buisman
P. cinnamomiRands
P. cryptogeaPethybr. & Lafferty
P. parasiticaDastur",Cineraria,Cineraria ( Pericallis × hybrida R. Nordenstam [ Senecio × hybridus (Willd.) Regel])
FUNGAL DISEASES,Powdery mildew,"Erysiphe cichoracearumDC.
Sphaerotheca fusca(Fr.) Blumer
S. macularis(Wallr.:Fr.) Lind.",Cineraria,Cineraria ( Pericallis × hybrida R. Nordenstam [ Senecio × hybridus (Willd.) Regel])
FUNGAL DISEASES,Pythium root rot,Pythium ultimumTrow,Cineraria,Cineraria ( Pericallis × hybrida R. Nordenstam [ Senecio × hybridus (Willd.) Regel])
FUNGAL DISEASES,Rhizoctonia root and crown rot,Rhizoctonia solaniKühn,Cineraria,Cineraria ( Pericallis × hybrida R. Nordenstam [ Senecio × hybridus (Willd.) Regel])
FUNGAL DISEASES,Rust,Coleosporium tussilaginis(Pers.) Lév. in C. d'Orb,Cineraria,Cineraria ( Pericallis × hybrida R. Nordenstam [ Senecio × hybridus (Willd.) Regel])
FUNGAL DISEASES,Verticillium wilt,Verticillium albo-atrumReinke & Berthier,Cineraria,Cineraria ( Pericallis × hybrida R. Nordenstam [ Senecio × hybridus (Willd.) Regel])
FUNGAL DISEASES,White rust,Albugo tragopogonis(Pers.) S. F. Gray,Cineraria,Cineraria ( Pericallis × hybrida R. Nordenstam [ Senecio × hybridus (Willd.) Regel])
"NEMATODES, PARASITIC",Foliar nematode,Aphelenchoides ritzemabosi(Schwartz) Steiner & Buhrer,Cineraria,Cineraria ( Pericallis × hybrida R. Nordenstam [ Senecio × hybridus (Willd.) Regel])
"NEMATODES, PARASITIC",Root-knot nematode,Meloidogyne javanica(Treub) Chitwood,Cineraria,Cineraria ( Pericallis × hybrida R. Nordenstam [ Senecio × hybridus (Willd.) Regel])
VIRAL AND VIROID DISEASES,Impatiens necrotic spot,"genusTospovirus,Impatiens necrotic spot virus(INSV)",Cineraria,Cineraria ( Pericallis × hybrida R. Nordenstam [ Senecio × hybridus (Willd.) Regel])
VIRAL AND VIROID DISEASES,Tomato spotted wilt,"genusTospovirus,Tomato spotted wilt virus(TSWV)",Cineraria,Cineraria ( Pericallis × hybrida R. Nordenstam [ Senecio × hybridus (Willd.) Regel])
PHYTOPLASMAL DISEASES,Aster yellows,Aster yellows phytoplasma,Cineraria,Cineraria ( Pericallis × hybrida R. Nordenstam [ Senecio × hybridus (Willd.) Regel])
PHYTOPLASMAL DISEASES,Aster yellows,Aster yellows phytoplasma,Citrus,Citrus ( Citrus spp.)
BACTERIAL DISEASES,Bacterial spot,Xanthomonas alfalfaesubsp.citrumelonisSchaad et al.(syns.X. axonopodispv.citrumelo(Gabriel et al.) Vauterin et al.;X. campestrispv.citrumelo(Hasse)),Citrus,Citrus ( Citrus spp.)
BACTERIAL DISEASES,Black pit,Pseudomonas syringaevan Hall,Citrus,Citrus ( Citrus spp.)
BACTERIAL DISEASES,Blast,Pseudomonas syringaevan Hall,Citrus,Citrus ( Citrus spp.)
BACTERIAL DISEASES,Canker,Xanthomonas citrisubsp.citri(ex Hasse) Gabriel et al.(syns.X. axonopodis pv.citriHasse;X. campestrispv.citri(Hasse) Dye),Citrus,Citrus ( Citrus spp.)
BACTERIAL DISEASES,Citrus variegated chlorosis,Xylella fastidiosaWells et al.,Citrus,Citrus ( Citrus spp.)
BACTERIAL DISEASES,Huanglongbing (Greening),"‘CandidatusLiberibacter africanus'
‘Ca.L. americanus'
‘Ca.L. asiaticus'",Citrus,Citrus ( Citrus spp.)
BACTERIAL DISEASES,Stubborn,Spiroplasma citriSaglio,Citrus,Citrus ( Citrus spp.)
FUNGAL AND OOMYCETE DISEASES,Albinism,"Alternaria alternata(Fr.:Fr.) Keissl.
Aspergillus flavusLink:Fr.",Citrus,Citrus ( Citrus spp.)
FUNGAL AND OOMYCETE DISEASES,Alternaria brown spot,Alternaria alternata(Fr.:Fr.) Keissl.(syn.A. alternata(Fr.:Fr.) Keissl. pv.citriSolel),Citrus,Citrus ( Citrus spp.)
FUNGAL AND OOMYCETE DISEASES,Alternaria stem-end rot (Black rot of fruit),Alternaria alternata(Fr.:Fr.) Keissl.(syn.A. citriEllis & N. Pierce),Citrus,Citrus ( Citrus spp.)
FUNGAL AND OOMYCETE DISEASES,Anthracnose fruit rot,Colletotrichum gloeosporioides(Penz.) Penz. & Sacc.(syn.Glomerella cingulata(Stoneman) Spauld. & H. Schrenk),Citrus,Citrus ( Citrus spp.)
FUNGAL AND OOMYCETE DISEASES,Areolate leaf spot,Rhizoctonia solaniJ. G. Kühn(syn.Thanatephorus cucumeris(A. B. Frank) Donk),Citrus,Citrus ( Citrus spp.)
FUNGAL AND OOMYCETE DISEASES,Black mold rot,Aspergillus nigerTiegh.,Citrus,Citrus ( Citrus spp.)
FUNGAL AND OOMYCETE DISEASES,Black root rot,Thielaviopsis basicola(Berk. & Broome) Ferraris(syn.Chalara elegansNag Raj & W. B. Kendr.),Citrus,Citrus ( Citrus spp.)
FUNGAL AND OOMYCETE DISEASES,Black spot,Phyllosticta citricarpa(McAlpine) Aa(syn.Guignardia citricarpaKiely),Citrus,Citrus ( Citrus spp.)
FUNGAL AND OOMYCETE DISEASES,Blue mold,Penicillium italicumWehmer,Citrus,Citrus ( Citrus spp.)
FUNGAL AND OOMYCETE DISEASES,"Bot gummosis (similar to Dothiorella, Diplodia, and probably Rio Grande gummosis)","Diplodiaspp.
Dothiorellaspp.
Lasiodiplodiaspp.
Neofusicoccumspp.
Neoscytalidiumspp.",Citrus,Citrus ( Citrus spp.)
FUNGAL AND OOMYCETE DISEASES,Botrytis blossom and twig blight and gummosis,Botrytis cinereaPers.:Fr.(syn.Botryotinia fuckeliana(de Bary) Whetzel),Citrus,Citrus ( Citrus spp.)
FUNGAL AND OOMYCETE DISEASES,Branch knot,Sphaeropsis tumefaciensHedges,Citrus,Citrus ( Citrus spp.)
FUNGAL AND OOMYCETE DISEASES,Brown rot (fruit),"Phytophthora citricolaSawada
P. citrophthora(R. E. Sm. & E. H. Sm.) Leonian
P. hibernalisCarne
P. nicotianaeBreda de Haan(syns.P. nicotianaeBreda de Haan var.parasitica(Dastur) G. M. Waterhouse;P. parasiticaDastur)
P. palmivora(E. J. Butler) E. J. Butler
P. syringae(Berk.) Kleb.",Citrus,Citrus ( Citrus spp.)
FUNGAL AND OOMYCETE DISEASES,Charcoal root rot,Macrophomina phaseolina(Tassi) Goid.,Citrus,Citrus ( Citrus spp.)
FUNGAL AND OOMYCETE DISEASES,Damping-off,"Pythiumsp.
Pythium aphanidermatum(Edson) Fitzp.
Globisporangium debaryanum(R. Hesse) Uzuhashi, Tojo, & Kakish.(syn.Pythium debaryanumR. Hesse)
G. rostratum(E. J. Butler) Uzuhashi, Tojo, & Kakish(syn.Pythium rostratumE. J. Butler)
G. ultimum(Trow) Uzuhashi, Tojo, & Kakish.(syn.Pythium ultimumTrow)
Phytopythium vexans(De Bary) Abad et al., de Cock, Bala, Robideau, Lodhi,& Lévesque(syn.Phytopythium vexansde Bary)
Rhizoctonia solaniJ. G. Kühn(syn.Thanatephorus cucumeris(A. B. Frank) Donk)",Citrus,Citrus ( Citrus spp.)
FUNGAL AND OOMYCETE DISEASES,Diplodia gummosis and stem-end rot,Lasiodiplodia theobromae(Pat.) Griff. & Maubl.(syns.Botryosphaeria rhodina(Berk. & M. A. Curtis) Arx;BotryodiplodiatheobromaePat.;Diplodia natalensisPole-Evans),Citrus,Citrus ( Citrus spp.)
